"Kod";"Nazwa";"Rodzaje obiektow";"Rok";"Wartosc";"Jednostka miary";"Atrybut"
0200000;"DOLNOŚLĄSKIE";"pozostałe obiekty niesklasyfikowane";"2019";27.6;"%";""
0200000;"DOLNOŚLĄSKIE";"pozostałe obiekty niesklasyfikowane";"2020";16.3;"%";""
0200000;"DOLNOŚLĄSKIE";"pozostałe obiekty niesklasyfikowane";"2021";18.0;"%";""
0200000;"DOLNOŚLĄSKIE";"pozostałe obiekty niesklasyfikowane";"2022";25.3;"%";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne";"2002";;"%";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne";"2003";;"%";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne";"2004";;"%";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne";"2005";;"%";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne";"2006";;"%";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne";"2007";;"%";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne";"2008";;"%";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne";"2009";;"%";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne";"2010";;"%";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne";"2011";;"%";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne";"2012";14.6;"%";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne";"2013";15.8;"%";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne";"2014";17.5;"%";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne";"2015";21.2;"%";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne";"2016";22.1;"%";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne";"2017";22.6;"%";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne";"2018";21.0;"%";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne";"2019";21.6;"%";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne";"2020";16.4;"%";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne";"2021";17.9;"%";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne";"2022";26.2;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2002";37.40;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2003";36.80;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2004";38.08;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2005";39.86;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2006";43.58;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2007";45.83;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2008";47.18;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2009";45.71;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2010";39.87;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2011";41.1;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2012";41.7;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2013";42.5;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2014";42.5;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2015";44.2;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2016";43.5;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2017";43.7;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2018";44.6;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2019";45.7;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2020";29.9;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2021";35.8;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ogółem";"2022";45.3;"%";""
0400000;"KUJAWSKO-POMORSKIE";"obiekty hotelowe razem";"2002";30.10;"%";""
0400000;"KUJAWSKO-POMORSKIE";"obiekty hotelowe razem";"2003";30.30;"%";""
0400000;"KUJAWSKO-POMORSKIE";"obiekty hotelowe razem";"2004";29.56;"%";""
0400000;"KUJAWSKO-POMORSKIE";"obiekty hotelowe razem";"2005";29.23;"%";""
0400000;"KUJAWSKO-POMORSKIE";"obiekty hotelowe razem";"2006";31.08;"%";""
0400000;"KUJAWSKO-POMORSKIE";"obiekty hotelowe razem";"2007";33.83;"%";""
0400000;"KUJAWSKO-POMORSKIE";"obiekty hotelowe razem";"2008";34.32;"%";""
0400000;"KUJAWSKO-POMORSKIE";"obiekty hotelowe razem";"2009";29.75;"%";""
0400000;"KUJAWSKO-POMORSKIE";"obiekty hotelowe razem";"2010";28.42;"%";""
0400000;"KUJAWSKO-POMORSKIE";"obiekty hotelowe razem";"2011";29.7;"%";""
0400000;"KUJAWSKO-POMORSKIE";"obiekty hotelowe razem";"2012";28.4;"%";""
0400000;"KUJAWSKO-POMORSKIE";"obiekty hotelowe razem";"2013";28.8;"%";""
0400000;"KUJAWSKO-POMORSKIE";"obiekty hotelowe razem";"2014";30.2;"%";""
0400000;"KUJAWSKO-POMORSKIE";"obiekty hotelowe razem";"2015";33.3;"%";""
0400000;"KUJAWSKO-POMORSKIE";"obiekty hotelowe razem";"2016";33.2;"%";""
0400000;"KUJAWSKO-POMORSKIE";"obiekty hotelowe razem";"2017";33.1;"%";""
0400000;"KUJAWSKO-POMORSKIE";"obiekty hotelowe razem";"2018";32.5;"%";""
0400000;"KUJAWSKO-POMORSKIE";"obiekty hotelowe razem";"2019";33.8;"%";""
0400000;"KUJAWSKO-POMORSKIE";"obiekty hotelowe razem";"2020";22.5;"%";""
0400000;"KUJAWSKO-POMORSKIE";"obiekty hotelowe razem";"2021";27.6;"%";""
0400000;"KUJAWSKO-POMORSKIE";"obiekty hotelowe razem";"2022";36.0;"%";""
0400000;"KUJAWSKO-POMORSKIE";"hotele";"2002";30.30;"%";""
0400000;"KUJAWSKO-POMORSKIE";"hotele";"2003";31.00;"%";""
0400000;"KUJAWSKO-POMORSKIE";"hotele";"2004";31.37;"%";""
0400000;"KUJAWSKO-POMORSKIE";"hotele";"2005";30.85;"%";""
0400000;"KUJAWSKO-POMORSKIE";"hotele";"2006";32.25;"%";""
0400000;"KUJAWSKO-POMORSKIE";"hotele";"2007";34.99;"%";""
0400000;"KUJAWSKO-POMORSKIE";"hotele";"2008";34.85;"%";""
0400000;"KUJAWSKO-POMORSKIE";"hotele";"2009";29.50;"%";""
0400000;"KUJAWSKO-POMORSKIE";"hotele";"2010";29.02;"%";""
0400000;"KUJAWSKO-POMORSKIE";"hotele";"2011";30.2;"%";""
0400000;"KUJAWSKO-POMORSKIE";"hotele";"2012";29.1;"%";""
0400000;"KUJAWSKO-POMORSKIE";"hotele";"2013";30.2;"%";""
0400000;"KUJAWSKO-POMORSKIE";"hotele";"2014";32.1;"%";""
0400000;"KUJAWSKO-POMORSKIE";"hotele";"2015";35.5;"%";""
0400000;"KUJAWSKO-POMORSKIE";"hotele";"2016";35.8;"%";""
0400000;"KUJAWSKO-POMORSKIE";"hotele";"2017";35.0;"%";""
0400000;"KUJAWSKO-POMORSKIE";"hotele";"2018";34.4;"%";""
0400000;"KUJAWSKO-POMORSKIE";"hotele";"2019";36.2;"%";""
0400000;"KUJAWSKO-POMORSKIE";"hotele";"2020";23.4;"%";""
0400000;"KUJAWSKO-POMORSKIE";"hotele";"2021";29.1;"%";""
0400000;"KUJAWSKO-POMORSKIE";"hotele";"2022";38.0;"%";""
0400000;"KUJAWSKO-POMORSKIE";"motele";"2002";33.80;"%";""
0400000;"KUJAWSKO-POMORSKIE";"motele";"2003";17.60;"%";""
0400000;"KUJAWSKO-POMORSKIE";"motele";"2004";34.40;"%";""
0400000;"KUJAWSKO-POMORSKIE";"motele";"2005";39.19;"%";""
0400000;"KUJAWSKO-POMORSKIE";"motele";"2006";40.08;"%";""
0400000;"KUJAWSKO-POMORSKIE";"motele";"2007";38.97;"%";""
0400000;"KUJAWSKO-POMORSKIE";"motele";"2008";40.17;"%";""
0400000;"KUJAWSKO-POMORSKIE";"motele";"2009";58.13;"%";""
0400000;"KUJAWSKO-POMORSKIE";"motele";"2010";37.77;"%";""
0400000;"KUJAWSKO-POMORSKIE";"motele";"2011";39.2;"%";""
0400000;"KUJAWSKO-POMORSKIE";"motele";"2012";39.0;"%";""
0400000;"KUJAWSKO-POMORSKIE";"motele";"2013";41.5;"%";""
0400000;"KUJAWSKO-POMORSKIE";"motele";"2014";29.5;"%";""
0400000;"KUJAWSKO-POMORSKIE";"motele";"2015";24.5;"%";""
0400000;"KUJAWSKO-POMORSKIE";"motele";"2016";26.5;"%";""
0400000;"KUJAWSKO-POMORSKIE";"motele";"2017";27.2;"%";""
0400000;"KUJAWSKO-POMORSKIE";"motele";"2018";28.6;"%";""
0400000;"KUJAWSKO-POMORSKIE";"motele";"2019";27.0;"%";""
0400000;"KUJAWSKO-POMORSKIE";"motele";"2020";18.3;"%";""
0400000;"KUJAWSKO-POMORSKIE";"motele";"2021";22.3;"%";""
0400000;"KUJAWSKO-POMORSKIE";"motele";"2022";26.5;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pensjonaty";"2002";23.20;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pensjonaty";"2003";20.30;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pensjonaty";"2004";19.13;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pensjonaty";"2005";20.78;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pensjonaty";"2006";21.10;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pensjonaty";"2007";22.53;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pensjonaty";"2008";19.83;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pensjonaty";"2009";17.05;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pensjonaty";"2010";14.37;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pensjonaty";"2011";17.4;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pensjonaty";"2012";26.8;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pensjonaty";"2013";22.1;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pensjonaty";"2014";23.7;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pensjonaty";"2015";33.8;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pensjonaty";"2016";31.0;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pensjonaty";"2017";36.1;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pensjonaty";"2018";35.0;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pensjonaty";"2019";29.4;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pensjonaty";"2020";24.3;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pensjonaty";"2021";33.0;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pensjonaty";"2022";39.4;"%";""
0400000;"KUJAWSKO-POMORSKIE";"inne obiekty hotelowe";"2002";;"%";""
0400000;"KUJAWSKO-POMORSKIE";"inne obiekty hotelowe";"2003";;"%";""
0400000;"KUJAWSKO-POMORSKIE";"inne obiekty hotelowe";"2004";22.60;"%";""
0400000;"KUJAWSKO-POMORSKIE";"inne obiekty hotelowe";"2005";22.59;"%";""
0400000;"KUJAWSKO-POMORSKIE";"inne obiekty hotelowe";"2006";26.50;"%";""
0400000;"KUJAWSKO-POMORSKIE";"inne obiekty hotelowe";"2007";29.89;"%";""
0400000;"KUJAWSKO-POMORSKIE";"inne obiekty hotelowe";"2008";34.17;"%";""
0400000;"KUJAWSKO-POMORSKIE";"inne obiekty hotelowe";"2009";30.57;"%";""
0400000;"KUJAWSKO-POMORSKIE";"inne obiekty hotelowe";"2010";26.71;"%";""
0400000;"KUJAWSKO-POMORSKIE";"inne obiekty hotelowe";"2011";27.6;"%";""
0400000;"KUJAWSKO-POMORSKIE";"inne obiekty hotelowe";"2012";22.7;"%";""
0400000;"KUJAWSKO-POMORSKIE";"inne obiekty hotelowe";"2013";20.8;"%";""
0400000;"KUJAWSKO-POMORSKIE";"inne obiekty hotelowe";"2014";20.3;"%";""
0400000;"KUJAWSKO-POMORSKIE";"inne obiekty hotelowe";"2015";21.7;"%";""
0400000;"KUJAWSKO-POMORSKIE";"inne obiekty hotelowe";"2016";19.8;"%";""
0400000;"KUJAWSKO-POMORSKIE";"inne obiekty hotelowe";"2017";24.0;"%";""
0400000;"KUJAWSKO-POMORSKIE";"inne obiekty hotelowe";"2018";23.7;"%";""
0400000;"KUJAWSKO-POMORSKIE";"inne obiekty hotelowe";"2019";23.8;"%";""
0400000;"KUJAWSKO-POMORSKIE";"inne obiekty hotelowe";"2020";17.6;"%";""
0400000;"KUJAWSKO-POMORSKIE";"inne obiekty hotelowe";"2021";19.0;"%";""
0400000;"KUJAWSKO-POMORSKIE";"inne obiekty hotelowe";"2022";25.8;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pozostałe obiekty razem";"2002";40.20;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pozostałe obiekty razem";"2003";39.30;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pozostałe obiekty razem";"2004";42.90;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pozostałe obiekty razem";"2005";46.52;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pozostałe obiekty razem";"2006";51.66;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pozostałe obiekty razem";"2007";53.97;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pozostałe obiekty razem";"2008";56.39;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pozostałe obiekty razem";"2009";58.46;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pozostałe obiekty razem";"2010";49.81;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pozostałe obiekty razem";"2011";51.0;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pozostałe obiekty razem";"2012";52.1;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pozostałe obiekty razem";"2013";53.3;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pozostałe obiekty razem";"2014";53.1;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pozostałe obiekty razem";"2015";54.7;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pozostałe obiekty razem";"2016";54.0;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pozostałe obiekty razem";"2017";54.5;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pozostałe obiekty razem";"2018";57.6;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pozostałe obiekty razem";"2019";58.2;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pozostałe obiekty razem";"2020";39.2;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pozostałe obiekty razem";"2021";45.5;"%";""
0400000;"KUJAWSKO-POMORSKIE";"pozostałe obiekty razem";"2022";56.4;"%";""
0400000;"KUJAWSKO-POMORSKIE";"domy wycieczkowe";"2002";25.80;"%";""
0400000;"KUJAWSKO-POMORSKIE";"domy wycieczkowe";"2003";26.80;"%";""
0400000;"KUJAWSKO-POMORSKIE";"domy wycieczkowe";"2004";29.04;"%";""
0400000;"KUJAWSKO-POMORSKIE";"domy wycieczkowe";"2005";21.85;"%";""
0400000;"KUJAWSKO-POMORSKIE";"domy wycieczkowe";"2006";23.77;"%";""
0400000;"KUJAWSKO-POMORSKIE";"domy wycieczkowe";"2007";32.20;"%";""
0400000;"KUJAWSKO-POMORSKIE";"domy wycieczkowe";"2008";23.26;"%";""
0400000;"KUJAWSKO-POMORSKIE";"domy wycieczkowe";"2009";26.69;"%";""
0400000;"KUJAWSKO-POMORSKIE";"domy wycieczkowe";"2010";17.28;"%";""
0400000;"KUJAWSKO-POMORSKIE";"domy wycieczkowe";"2011";16.2;"%";""
0400000;"KUJAWSKO-POMORSKIE";"domy wycieczkowe";"2012";15.4;"%";""
0400000;"KUJAWSKO-POMORSKIE";"domy wycieczkowe";"2013";10.2;"%";""
0400000;"KUJAWSKO-POMORSKIE";"domy wycieczkowe";"2014";15.7;"%";""
0400000;"KUJAWSKO-POMORSKIE";"domy wycieczkowe";"2015";13.1;"%";""
0400000;"KUJAWSKO-POMORSKIE";"domy wycieczkowe";"2016";19.6;"%";""
0400000;"KUJAWSKO-POMORSKIE";"domy wycieczkowe";"2017";15.1;"%";""
0400000;"KUJAWSKO-POMORSKIE";"domy wycieczkowe";"2018";20.7;"%";""
0400000;"KUJAWSKO-POMORSKIE";"domy wycieczkowe";"2019";0.0;"%";"x"
0400000;"KUJAWSKO-POMORSKIE";"domy wycieczkowe";"2020";0.0;"%";"x"
0400000;"KUJAWSKO-POMORSKIE";"domy wycieczkowe";"2021";0.0;"%";"x"
0400000;"KUJAWSKO-POMORSKIE";"domy wycieczkowe";"2022";0.0;"%";"x"
0400000;"KUJAWSKO-POMORSKIE";"schroniska";"2002";31.90;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska";"2003";36.50;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska";"2004";26.48;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska";"2005";18.45;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska";"2006";23.05;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska";"2007";26.09;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska";"2008";31.38;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska";"2009";36.29;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska";"2010";33.53;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska";"2011";29.2;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska";"2012";15.2;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska";"2013";19.1;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska";"2014";22.2;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska";"2015";27.6;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska";"2016";19.2;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska";"2017";30.1;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska";"2018";26.9;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska";"2019";0.0;"%";"x"
0400000;"KUJAWSKO-POMORSKIE";"schroniska";"2020";0.0;"%";"x"
0400000;"KUJAWSKO-POMORSKIE";"schroniska";"2021";0.0;"%";"x"
0400000;"KUJAWSKO-POMORSKIE";"schroniska";"2022";0.0;"%";"x"
0400000;"KUJAWSKO-POMORSKIE";"schroniska młodzieżowe";"2002";24.80;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska młodzieżowe";"2003";20.40;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska młodzieżowe";"2004";54.12;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska młodzieżowe";"2005";47.36;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska młodzieżowe";"2006";36.94;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska młodzieżowe";"2007";51.13;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska młodzieżowe";"2008";61.48;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska młodzieżowe";"2009";59.54;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska młodzieżowe";"2010";2.43;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska młodzieżowe";"2011";16.5;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska młodzieżowe";"2012";16.7;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska młodzieżowe";"2013";14.5;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska młodzieżowe";"2014";2.5;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska młodzieżowe";"2015";0.0;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska młodzieżowe";"2016";2.7;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska młodzieżowe";"2017";3.4;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska młodzieżowe";"2018";1.7;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska młodzieżowe";"2019";0.0;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska młodzieżowe";"2020";0.0;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska młodzieżowe";"2021";0.0;"%";""
0400000;"KUJAWSKO-POMORSKIE";"schroniska młodzieżowe";"2022";0.0;"%";""
0400000;"KUJAWSKO-POMORSKIE";"szkolne schroniska młodzieżowe";"2002";;"%";""
0400000;"KUJAWSKO-POMORSKIE";"szkolne schroniska młodzieżowe";"2003";;"%";""
0400000;"KUJAWSKO-POMORSKIE";"szkolne schroniska młodzieżowe";"2004";18.63;"%";""
0400000;"KUJAWSKO-POMORSKIE";"szkolne schroniska młodzieżowe";"2005";24.06;"%";""
0400000;"KUJAWSKO-POMORSKIE";"szkolne schroniska młodzieżowe";"2006";25.48;"%";""
0400000;"KUJAWSKO-POMORSKIE";"szkolne schroniska młodzieżowe";"2007";23.87;"%";""
0400000;"KUJAWSKO-POMORSKIE";"szkolne schroniska młodzieżowe";"2008";27.33;"%";""
0400000;"KUJAWSKO-POMORSKIE";"szkolne schroniska młodzieżowe";"2009";28.55;"%";""
0400000;"KUJAWSKO-POMORSKIE";"szkolne schroniska młodzieżowe";"2010";26.45;"%";""
0400000;"KUJAWSKO-POMORSKIE";"szkolne schroniska młodzieżowe";"2011";23.9;"%";""
0400000;"KUJAWSKO-POMORSKIE";"szkolne schroniska młodzieżowe";"2012";19.8;"%";""
0400000;"KUJAWSKO-POMORSKIE";"szkolne schroniska młodzieżowe";"2013";19.4;"%";""
0400000;"KUJAWSKO-POMORSKIE";"szkolne schroniska młodzieżowe";"2014";20.3;"%";""
0400000;"KUJAWSKO-POMORSKIE";"szkolne schroniska młodzieżowe";"2015";21.2;"%";""
0400000;"KUJAWSKO-POMORSKIE";"szkolne schroniska młodzieżowe";"2016";22.1;"%";""
0400000;"KUJAWSKO-POMORSKIE";"szkolne schroniska młodzieżowe";"2017";20.0;"%";""
0400000;"KUJAWSKO-POMORSKIE";"szkolne schroniska młodzieżowe";"2018";18.9;"%";""
0400000;"KUJAWSKO-POMORSKIE";"szkolne schroniska młodzieżowe";"2019";13.3;"%";""
0400000;"KUJAWSKO-POMORSKIE";"szkolne schroniska młodzieżowe";"2020";10.2;"%";""
0400000;"KUJAWSKO-POMORSKIE";"szkolne schroniska młodzieżowe";"2021";7.8;"%";""
0400000;"KUJAWSKO-POMORSKIE";"szkolne schroniska młodzieżowe";"2022";9.2;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki wczasowe";"2002";39.20;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki wczasowe";"2003";42.70;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki wczasowe";"2004";39.78;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki wczasowe";"2005";39.81;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki wczasowe";"2006";37.22;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki wczasowe";"2007";36.28;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki wczasowe";"2008";36.43;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki wczasowe";"2009";39.26;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki wczasowe";"2010";35.97;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki wczasowe";"2011";36.0;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki wczasowe";"2012";30.6;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki wczasowe";"2013";30.2;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki wczasowe";"2014";25.7;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki wczasowe";"2015";29.5;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki wczasowe";"2016";30.9;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki wczasowe";"2017";29.4;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki wczasowe";"2018";30.5;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki wczasowe";"2019";31.7;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki wczasowe";"2020";26.4;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki wczasowe";"2021";24.9;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki wczasowe";"2022";24.5;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki kolonijne";"2002";52.30;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki kolonijne";"2003";53.30;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki kolonijne";"2004";41.73;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki kolonijne";"2005";43.94;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki kolonijne";"2006";61.34;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki kolonijne";"2007";66.40;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki kolonijne";"2008";63.89;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki kolonijne";"2009";52.26;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki kolonijne";"2010";52.38;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki kolonijne";"2011";34.2;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki kolonijne";"2012";39.1;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki kolonijne";"2013";31.6;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki kolonijne";"2014";29.5;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki kolonijne";"2015";37.8;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki kolonijne";"2016";49.8;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki kolonijne";"2017";39.3;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki kolonijne";"2018";44.7;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki kolonijne";"2019";44.6;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki kolonijne";"2020";30.5;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki kolonijne";"2021";0.0;"%";"x"
0400000;"KUJAWSKO-POMORSKIE";"ośrodki kolonijne";"2022";0.0;"%";"x"
0400000;"KUJAWSKO-POMORSKIE";"ośrodki szkoleniowo-wypoczynkowe";"2002";25.60;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki szkoleniowo-wypoczynkowe";"2003";24.50;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki szkoleniowo-wypoczynkowe";"2004";27.52;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki szkoleniowo-wypoczynkowe";"2005";23.02;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki szkoleniowo-wypoczynkowe";"2006";25.21;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki szkoleniowo-wypoczynkowe";"2007";26.95;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki szkoleniowo-wypoczynkowe";"2008";27.33;"%";""
0400000;"KUJAWSKO-POMORSKIE";"ośrodki szkoleniowo-wypoczynkowe";"2009";27.77;"%";""
